timestamp,tweet_text,username,all_hashtags,followers_count
2020-12-06 03:04:08,#cannabis #Hemp #CBD #Bitcoin #investing #agriculture #Marijuana #innovation #soil #technology #Sustainability #Building  #Microbe #Earth #Science  #growyourown #organic #ClimateAction  Soil Dynamics ⬇️ https://t.co/BcUksh72f1,GatekeeperLabs,"['cannabis', 'Hemp', 'CBD', 'Bitcoin', 'investing', 'agriculture', 'Marijuana', 'innovation', 'soil', 'technology', 'Sustainability', 'Building', 'Microbe', 'Earth', 'Science', 'growyourown', 'organic', 'ClimateAction']",415
2020-12-06 03:03:54,Using AI to replace cookies with context https://t.co/H5kzhPoOP7 #AI,ClaytonNazareno,['AI'],3210
2020-12-06 03:03:26,What is a Deepfake? https://t.co/7dwcuDcaTC #deepfake #technology #future #ai #machinelearning #deeplearning #business,Blogging__Guide,"['deepfake', 'technology', 'future', 'ai', 'machinelearning', 'deeplearning', 'business']",3439
2020-12-06 03:02:46,took a trip down #tech #nostalgia lane and made a graphic about every phone i have ever owned. #technology #innovation #engineering #business #iphone #technews #science #electronics #apple #design #gadgets #smartphone #pro #android #software #samsung  #instatech #gadget   #mobile https://t.co/ZLwArda6mH,LLarryLynch,"['tech', 'nostalgia', 'technology', 'innovation', 'engineering', 'business', 'iphone', 'technews', 'science', 'electronics', 'apple', 'design', 'gadgets', 'smartphone', 'pro', 'android', 'software', 'samsung', 'instatech', 'gadget', 'mobile']",197
2020-12-06 03:02:38,Top #tech investments in IT:  1. #security 2. #BigData and analytics 3. IoT 4. Multi-cloud strategy 5. #AI /#MachineLearning 6. Blockchain 7.  Streaming big data 8. Microservices 9. #VirtualReality / #AR 10. API monetization https://t.co/SmYJsrJW8s https://t.co/STl6hS4Yg9,paramile,"['tech', 'security', 'BigData', 'AI', 'MachineLearning', 'VirtualReality', 'AR']",235
2020-12-06 03:02:23,@SamOsbo05700900 Is Silicon Valley adopting #EV s as a leader or as a follower?,EarthAccounting,['EV'],22982
2020-12-06 03:02:23,whats the difference between a baby and a plane?  I don't care about making corn no sense.   #ai #joke,JokerBot7,"['ai', 'joke']",63
2020-12-06 03:02:00,How service level agreements can ensure real uptime https://t.co/am1L6VcYgE #IoT #IPv6 #M2M #InternetOfThings #tech #IoE #news,IPv6dotnet,"['IoT', 'IPv6', 'M2M', 'InternetOfThings', 'tech', 'IoE', 'news']",8851
2020-12-06 03:02:00,💡 An overview of Microsoft's power platform! https://t.co/0DtyXIX21T #Microsoft #PowerPlatform #DataScience #AI #ML https://t.co/gMgruejWDd,DataScienceDojo,"['Microsoft', 'PowerPlatform', 'DataScience', 'AI', 'ML']",7108
2020-12-06 03:01:56,@SchenolS @GermanCoin_GCX Join here #Cryptonians! @_rhythms29 @GustavoAscenzi1  @Joao__Amaro @hugotkagee @Cryptomcmillan1 @JDKing007  @JandecPalomares   ♥️♥️ #Crypto #Blockchain #btc #fintech  #Engineering,geniebottle100,"['Cryptonians', 'Crypto', 'Blockchain', 'btc', 'fintech', 'Engineering']",2280
2020-12-06 03:01:06,Love #finance &amp; #technology? Get realtime news &amp; tendencies of #fintech industry on https://t.co/Uu6bBT3nBS https://t.co/2BS0vpTihA,PortfolioBuzz,"['finance', 'technology', 'fintech']",1857
2020-12-06 03:01:00,"In this new normal, the most important thing #enterprises can do is seek opportunities to leverage new technologies to take advantage of competitive industry disruptions and extend capabilities for business acceleration. https://t.co/RTDhWVNl02 @NetworkWorld #iot",LibertyCenter1,"['enterprises', 'iot']",278
2020-12-06 03:00:58,@bayareahausfrau @BillKristol Obviously you are one of the #blind... there is none so blind as he who will not see.  Bible says “if blind leads blind they both fall in the ditch”...  These #robots following #Trump ignored not forgot “..there should have no other god before me”  Trump per bible is blasphemer,TruthandValues,"['blind', 'robots', 'Trump']",148
2020-12-06 03:00:52,#UNIVERSITY TERM PAPER HELP Pay us to do your  #Research paper #Nursing paper  #medical paper #Psychology paper #political science paper #Biochemistry  #Canvas #Technology #Biology  #Essay #calc #Programming Essay #classof Term paper Test DM kindly anytime https://t.co/6TPuEX1ZdU,alicesolution07,"['UNIVERSITY', 'Research', 'Nursing', 'medical', 'Psychology', 'political', 'Biochemistry', 'Canvas', 'Technology', 'Biology', 'Essay', 'calc', 'Programming', 'classof']",331
2020-12-06 03:00:42,@FordCanada i’m a tad confused as to why you’re the only car dealership that makes it near impossible to get out of a lease early unless I stick with Ford. Can someone please answer this question for me. Thank you! #FordMustang #cars #lease #Ford https://t.co/SihGDTu1Hv,bmlevy4,"['FordMustang', 'cars', 'lease', 'Ford']",53
2020-12-06 03:00:35,"Best value #Coding #Robot. Durable. No loose parts to manage. #LEGO compatible. Prebuilt sensors. No SW to install. #Lessons free to DL/use.  https://t.co/ybciGs0bT0  #csforall #girlswhocode #robotics #microbit #bgc #makati #online #games #computerscience December 06, 2020 at 1…",coding4kids_ph,"['Coding', 'Robot', 'LEGO', 'Lessons', 'csforall', 'girlswhocode', 'robotics', 'microbit', 'bgc', 'makati', 'online', 'games', 'computerscience']",185
2020-12-06 03:00:33,"AWS launches Trainium, its new custom ML training chip – TechCrunch https://t.co/suiwRDQ5O0 #DL #AI #ML #DeepLearning  #ArtificialIntelligence #MachineLearning #ComputerVision #AutonomousVehicles #NeuroMorphic #Robotics",Deep_In_Depth,"['DL', 'AI', 'ML', 'DeepLearning', 'ArtificialIntelligence', 'MachineLearning', 'ComputerVision', 'AutonomousVehicles', 'NeuroMorphic', 'Robotics']",10564
2020-12-06 03:00:33,"Always end the day with a positive thought. No matter how hard things were, tomorrow's a fresh opportunity to make it better. #tech #technology #techtwitter #programming #informationtechnology #BlackTechTwitter https://t.co/AeMRqoXuWF",pfgrp_2020,"['tech', 'technology', 'techtwitter', 'programming', 'informationtechnology', 'BlackTechTwitter']",489
2020-12-06 03:00:27,Everyone has an interesting #story to tell. On #PlanetClassroom we can hear them. @LXL_Ideas @artandwriting @cvfoundation @SIMAawards @SIMAclassroom @YoungClimate @BardCMusic #VR  #storytellers #writing #director #filmmaker #AI #inclusivity #globalgoals https://t.co/pXOoqTUigy https://t.co/rvubh2lVD9,learning4_all,"['story', 'PlanetClassroom', 'VR', 'storytellers', 'writing', 'director', 'filmmaker', 'AI', 'inclusivity', 'globalgoals']",5411
2020-12-06 03:00:25,"At Thermo Fisher Scientific, what you do every day will be meaningful. Click here to view our open positions in #Brno &amp; become a part of our team where everyone makes an impact! https://t.co/Z6VVZjK0kU #Engineering",ThermoFisherJob,"['Brno', 'Engineering']",2984
2020-12-06 03:00:18,ETAuto | Finance dept clears bills for luxury cars despite ban #Cars #Clears #Luxury #Bills #Despite #Ban #Finance https://t.co/hMCbQgxOtX,ETAuto,"['Cars', 'Clears', 'Luxury', 'Bills', 'Despite', 'Ban', 'Finance']",29111
2020-12-06 03:00:16,The top courses for aspiring data scientists #ai #data #kdnuggets #python https://t.co/BTbjS6xnca,AtticScientist,"['ai', 'data', 'kdnuggets', 'python']",591
2020-12-06 03:00:15,Toyota used AI to supercharge EV battery development and saved years of effort #future #futurism #technology #innovation #leadership #education #entrepreneurship #management https://t.co/Q0nWP5ZCZY,311Institute,"['future', 'futurism', 'technology', 'innovation', 'leadership', 'education', 'entrepreneurship', 'management']",38925
2020-12-06 03:00:14,#AI look at daily charts #BTC  Since the bottom at 9855.68 on 2020/09/08  BTC/USD is trending upwards on the daily chart. The bottom of an up-sloping channel can be marked by the ex lows at 9855.68 and 16270.37. For...  Just choose your coin and be an expert! #crypto #trading https://t.co/KB8J4lSggA,BalanceOt,"['AI', 'BTC', 'crypto', 'trading']",106
2020-12-06 03:00:13,"What to consider to secure smart cities? 3 major concerns, and 7 key factors for IoT device security: https://t.co/4pFBtOyH3c  ----- #smartcities #smartcity #infosec #cybersecurity #bigdata #AI #IoT https://t.co/XjH4voiVqf https://t.co/eiiCOa2flo",Neo_IoT,"['smartcities', 'smartcity', 'infosec', 'cybersecurity', 'bigdata', 'AI', 'IoT']",6755
2020-12-06 03:00:13,7 Content Marketing Trends to Watch in 2021 https://t.co/AdptGmhKKW #contentmarketing #AI #video #seo #webinars https://t.co/fvaCFvaJTz,JeremyHarpham,"['contentmarketing', 'AI', 'video', 'seo', 'webinars']",4021
2020-12-06 03:00:09,Shocking numbers. Only 14% have even the basics for their cybersecurity needs. » https://t.co/8EzO8rQJeR    #IoT #Automation #BigData #Tech #Futureofwork,arjenvanberkum,"['IoT', 'Automation', 'BigData', 'Tech', 'Futureofwork']",35846
2020-12-06 03:00:09,"While video calls may be enjoying a temporary surge in popularity, remote #connectivity for devices will benefit from both the #pandemic and the emergence of #IoT.  https://t.co/j6GcCkP2WG",nanalyzetweets,"['connectivity', 'pandemic', 'IoT']",1644
2020-12-06 03:00:07,"Battle of the exhausts: What sounds WORSE, a straight piped F82 BMW M4 or Ecoboost Mustang? #cars #bmw #f82bmw #m4  #ford #Mustang #ecoboost #exhaust #straightpiped",The_Bee_Sneeze,"['cars', 'bmw', 'f82bmw', 'm4', 'ford', 'Mustang', 'ecoboost', 'exhaust', 'straightpiped']",19
2020-12-06 03:00:03,Machine learning tops AI adoption for retailers: https://t.co/SL0TWhdhTj  #machinelearning #edge #AI #ML #bigdata #IoT,Neo_IoT,"['machinelearning', 'edge', 'AI', 'ML', 'bigdata', 'IoT']",6755
2020-12-06 03:00:02,"One-third of the world’s languages have fewer than 1,000 speakers. Leveraging #AI for the preservation of cultural heritage:  #ArtificialIntelligence #MachineLearning #ML #History #Culture #EmergingTech #Technology #Innovation https://t.co/xUDEWGmOX5",StephTweetChat,"['AI', 'ArtificialIntelligence', 'MachineLearning', 'ML', 'History', 'Culture', 'EmergingTech', 'Technology', 'Innovation']",8422
2020-12-06 03:00:00,How can you optimize the implementation of #AI in your organization? https://t.co/pCVXtjPGIS,Softtek,['AI'],5681
2020-12-06 03:00:00,This DIY Bluetooth speaker made out of a cinder block and a pine board will turn your house into a disco! 🔊🎶  Find more at https://t.co/gq3dJOkwWZ #engineering https://t.co/7OyU0YASNf,IntEngineering,['engineering'],164058
2020-12-06 03:00:00,See how Keisuke Mori from our 7th bootcamp cohort made a DIY Google Assistant with Rasberry Pi and IFTTT.  👇 Watch the full talk on Youtube! #100DaysOfTechTalks https://t.co/yvwpWqcFXG #IoT #learntocode https://t.co/BrrH2K6t3t,codechrysalis,"['100DaysOfTechTalks', 'IoT', 'learntocode']",2132
2020-12-06 02:59:49,"Imagine a world in which AI is in your home, at work, everywhere  #artificialintelligence #AI  #techtrends #emergingtech #emergingtechnologies #futuretrends #futuretech https://t.co/sWkqnq2hrY",ChuckDBrooks,"['artificialintelligence', 'AI', 'techtrends', 'emergingtech', 'emergingtechnologies', 'futuretrends', 'futuretech']",13917
2020-12-06 02:59:02,Do not miss on these free-for-all sessions!  https://t.co/hypHKoD2qz  #ciacon2020 #IoT #IotVillage #hacking #cybersecurity #infosec #Data #security #tech #Training,CiaConference,"['ciacon2020', 'IoT', 'IotVillage', 'hacking', 'cybersecurity', 'infosec', 'Data', 'security', 'tech', 'Training']",358
2020-12-06 02:58:54,The latest The Computer science Daily! https://t.co/MK9jbtChM7 #ai #neuralnetworks,AnonymousOneToo,"['ai', 'neuralnetworks']",48051
2020-12-06 02:58:41,Breaking medical data sharing boundaries by using synthesized radiographs https://t.co/XEDkkzV73f #autonomousvehicles,vxjoe,['autonomousvehicles'],501
2020-12-06 02:57:36,It's amazing!!!🤩 https://t.co/yxNEjE4x10 #AI #ML,robinson_rso,"['AI', 'ML']",108
